Card DB ID,Skating,Career,First Name,Last Name,Defense,Nation,Team ID,Position,Checking,Shooting,Hands,Training Slots,Rare Card,Rating,Is Victory Card,Is Legend Card
792,93,70,Marian,Gaborik,79,95,19,2,78,90,90,2,1,89,1,0
2393,85,55,Tim,Thomas,89,14,2,5,90,90,87,1,1,89,1,0
1022,88,65,Marian,Hossa,82,95,6,2,83,88,89,1,1,89,1,0
2279,88,55,Martin,St. Louis,82,0,26,2,82,85,89,1,1,89,1,0
5701,87,100,Drew,Doughty,86,0,13,4,86,83,87,5,1,88,1,0
2807,83,100,Anze,Kopitar,83,96,13,0,86,87,87,5,1,88,1,0
159,86,85,Jaroslav,Halak,85,95,24,5,88,88,85,3,1,88,1,0
1213,89,75,Ryan,Kesler,88,14,28,0,87,87,86,2,1,88,1,0
2068,87,75,Derek,Roy,84,0,3,0,82,86,89,2,1,88,1,0
947,85,70,Dany,Heatley,82,0,25,1,85,89,88,2,1,88,1,0
3188,85,75,Mikko,Koivu,84,67,14,0,84,85,88,2,1,88,1,0
2274,85,75,Jason,Spezza,81,0,20,0,82,86,89,2,1,88,1,0
3124,83,75,Thomas,Vanek,80,78,3,1,83,88,87,2,1,88,1,0
587210880,89,100,Wayne,Gretzky,84,0,19,0,74,96,99,1,1,88,0,1
570433664,89,100,Wayne,Gretzky,84,0,13,0,74,96,99,1,1,88,0,1
553657502,86,100,Gordie,Howe,83,0,10,2,93,86,90,1,1,88,0,1
553656448,89,100,Wayne,Gretzky,84,0,11,0,74,96,99,1,1,88,0,1
553650173,88,100,Jeremy,Roenick,87,14,6,0,88,86,90,1,1,88,0,1
1227,87,55,Miikka,Kiprusoff,88,67,4,5,89,90,85,1,1,88,1,0
1559,92,65,Patrick,Marleau,83,0,25,0,84,89,87,1,1,88,1,0
1398,85,65,Vincent,Lecavalier,84,0,26,0,88,85,87,1,1,88,1,0
2023,86,65,Brad,Richards,83,0,9,0,80,84,88,1,1,88,1,0
1436,83,55,Nicklas,Lidstrom,88,69,10,3,82,79,87,1,1,88,1,0
6393,92,100,Matt,Duchene,82,0,7,0,82,85,88,5,1,87,1,0
4207,80,100,Milan,Lucic,84,0,2,1,94,86,82,5,1,87,1,0
6381,83,100,John,Tavares,81,0,18,0,81,87,88,5,1,87,1,0
5803,86,100,Claude,Giroux,81,0,21,0,78,84,89,5,1,87,1,0
4410,83,100,Erik,Johnson,87,14,7,4,88,80,80,5,1,87,1,0
3356,86,100,Nicklas,Bäckström,82,69,29,0,78,84,89,5,1,87,1,0
19,88,100,Phil,Kessel,77,14,27,2,77,87,89,5,1,87,1,0
3282,80,85,Dustin,Byfuglien,85,14,1,4,94,88,83,3,1,87,0,0
3106,87,85,Jeff,Carter,82,0,8,0,84,87,87,3,1,87,1,0
359,88,85,Patrice,Bergeron,86,0,2,0,81,85,87,3,1,87,1,0
16,85,85,Mike,Green,85,0,29,4,85,83,86,3,1,87,1,0
3123,85,85,Ryan,Suter,88,14,16,3,86,79,82,3,1,87,0,0
698,86,85,Loui,Eriksson,80,69,9,1,81,88,87,3,1,87,0,0
129,86,85,David,Krejci,82,82,2,0,78,85,88,3,1,87,1,0
5,87,85,Paul,Stastny,82,14,7,0,80,84,88,3,1,87,1,0
3269,85,75,Jimmy,Howard,85,14,10,5,86,87,87,2,1,87,1,0
1419,85,75,Kari,Lehtonen,86,67,9,5,86,87,87,2,1,87,0,0
2184,86,70,Patrick,Sharp,85,0,6,1,82,87,87,2,1,87,1,0
1926,87,70,Tomas,Plekanec,82,82,15,0,81,85,88,2,1,87,1,0
943,92,70,Martin,Havlat,79,82,14,2,79,86,88,2,1,87,1,0
489,90,70,Mike,Cammalleri,81,0,15,1,78,86,89,2,1,87,1,0
454,83,75,Dustin,Brown,83,14,13,2,92,85,84,2,1,87,1,0
1936,87,70,Jason,Pominville,83,0,3,2,79,85,88,2,1,87,0,0
970,91,75,Ales,Hemsky,79,82,11,2,76,83,91,2,1,87,1,0
15,88,75,Alexander,Semin,77,76,29,1,77,88,89,2,1,87,1,0
553650769,85,100,Steve,Yzerman,87,0,10,0,85,87,92,1,1,87,0,1
1680,84,65,Brenden,Morrow,87,0,9,1,90,85,84,1,1,87,0,0
462,86,65,Ilya,Bryzgalov,86,76,21,5,87,87,84,1,1,87,1,0
293,85,55,Niklas,Backstrom,86,67,14,5,88,88,83,1,1,87,1,0
3184,86,55,Mark,Streit,82,97,18,3,80,84,87,1,1,87,0,0
1558,85,55,Andrei,Markov,85,76,15,3,82,82,87,1,1,87,0,0
443,88,55,Daniel,Briere,82,0,21,2,76,84,89,1,1,87,1,0
426,89,55,Dan,Boyle,85,0,25,4,80,82,85,1,1,87,1,0
2537,88,55,Lubomir,Visnovsky,81,95,0,3,76,83,89,1,1,87,1,0
553657503,85,100,Ray,Bourque,84,0,2,3,83,87,92,1,1,86,0,1
553648643,88,100,Chris,Chelios,86,14,6,4,86,85,87,1,1,86,0,1
6392,86,100,Tyler,Myers,86,0,3,4,88,82,82,5,1,85,0,0
11,87,100,Kristopher,Letang,86,0,23,4,84,82,86,5,1,85,1,0
10,84,100,Jordan,Staal,86,0,23,0,86,84,85,5,1,85,1,0
148,86,100,Jack,Johnson,85,14,13,3,86,82,83,5,1,85,1,0
4664,84,100,Victor,Hedman,86,69,26,3,87,78,81,5,1,85,0,0
4192,84,100,Marc,Staal,87,0,19,3,87,76,79,5,1,85,1,0
6318,87,100,Erik,Karlsson,82,69,20,4,74,80,86,5,1,85,0,0
3219,83,85,Andrew,Ladd,84,0,1,1,87,85,85,3,1,85,0,0
3120,84,85,Dion,Phaneuf,87,0,27,3,90,84,81,3,1,85,1,0
1019,84,85,Nathan,Horton,83,0,2,2,86,85,85,3,1,85,1,0
4415,85,85,Jonathan,Quick,84,14,13,5,84,86,87,3,1,85,1,0
4398,87,85,Alex,Goligoski,83,14,9,3,81,82,86,3,1,85,0,0
22,85,85,Travis,Zajac,82,0,17,0,82,85,86,3,1,85,1,0
63,87,75,Joe,Pavelski,85,14,25,0,82,84,86,2,1,85,1,0
3271,84,75,Corey,Crawford,84,0,6,5,85,86,85,2,1,85,1,0
2991,83,70,Jonas,Hiller,86,97,0,5,87,86,85,2,1,85,1,0
3245,82,70,Dustin,Penner,82,0,13,1,88,86,83,2,1,85,0,0
3200,85,75,Ryan,Whitney,84,14,11,3,84,82,84,2,1,85,0,0
83,82,75,David,Backes,83,14,24,2,87,85,84,2,1,85,1,0
3643,84,75,Antti,Niemi,83,67,25,5,87,85,83,2,1,85,1,0
2587,86,75,Stephen,Weiss,79,0,12,0,78,83,87,2,1,85,1,0
2543,82,70,Anton,Volchenkov,90,76,17,3,89,72,75,2,1,85,0,0
553657504,88,100,Borje,Salming,83,69,27,3,82,83,87,1,1,85,0,1
3145,82,65,Johan,Franzen,82,69,10,1,86,85,84,1,1,85,1,0
819,89,65,Brian,Gionta,83,14,15,2,76,84,89,1,1,85,1,0
256,83,65,Nikolai,Antropov,82,72,1,0,86,85,85,1,1,85,0,0
450,83,55,Martin,Brodeur,85,0,17,5,84,84,83,1,1,85,1,0
833,84,55,Sergei,Gonchar,81,76,20,3,81,83,85,1,1,85,0,0
630,81,55,Shane,Doan,84,0,22,1,85,84,82,1,1,85,0,0
2373,85,65,Alex,Tanguay,78,0,4,1,75,84,88,1,1,85,0,0
2171,85,55,Teemu,Selanne,76,67,0,2,78,85,84,1,1,85,1,0
2128,85,55,Marc,Savard,78,0,2,0,77,83,87,1,1,85,0,0
1317,79,55,Pavel,Kubina,86,82,26,4,88,78,78,1,1,85,0,0
2021,88,65,Mike,Ribeiro,75,0,9,0,72,83,89,1,1,85,1,0
2002,79,65,Robyn,Regehr,88,0,3,3,90,74,71,1,1,85,0,0
5976,84,100,Michal,Neuvirth,84,82,29,5,85,85,86,5,1,84,0,0
4353,85,100,Tuukka,Rask,84,67,2,5,84,85,85,5,1,84,0,0
3255,84,100,Steve,Mason,85,0,8,5,85,85,86,5,1,84,0,0
6394,84,100,Jamie,Benn,83,0,9,1,84,86,84,5,1,84,1,0
4284,82,100,Chris,Stewart,83,0,24,2,86,86,83,5,1,84,0,0
4197,87,100,Devin,Setoguchi,81,0,14,2,82,84,85,5,1,84,0,0
8633,84,100,Sergei,Bobrovsky,83,76,21,5,84,84,85,5,1,84,1,0
5353,84,100,Semyon,Varlamov,82,76,29,5,85,84,85,5,1,84,1,0
4169,84,100,Ondrej,Pavelec,83,82,1,5,84,85,85,5,1,84,0,0
6425,85,100,Logan,Couture,82,0,25,0,80,85,85,5,1,84,0,0
6399,84,100,James,Van Riemsdyk,80,14,21,1,85,84,84,5,1,84,1,0
5694,83,100,Patrik,Berglund,80,69,24,0,82,84,85,5,1,84,0,0
5684,85,100,Jakub,Voracek,79,82,21,2,82,84,86,5,1,84,1,0
4203,81,100,Peter,Mueller,82,14,7,2,82,85,85,5,1,84,0,0
4201,85,100,David,Perron,81,0,24,1,81,84,85,5,1,84,1,0
4199,85,100,Sam,Gagner,80,0,11,0,79,83,87,5,1,84,0,0
5696,82,100,Luke,Schenn,87,0,27,4,88,75,78,5,1,84,0,0
472,88,85,Brent,Burns,85,0,25,4,86,83,84,3,1,84,1,0
5693,86,85,T.J.,Oshie,83,14,24,0,82,84,85,3,1,84,0,0
5366,86,85,Nikolai,Kulemin,81,76,27,1,84,85,85,3,1,84,0,0
3950,84,85,Brandon,Dubinsky,84,14,19,0,85,84,84,3,1,84,1,0
70,83,85,Ryan,Callahan,85,14,19,2,86,84,83,3,1,84,1,0
43,86,85,Dave,Bolland,85,0,6,0,80,83,85,3,1,84,0,0
3125,83,85,Wojtek,Wolski,79,0,19,1,82,85,85,3,1,84,1,0
25,87,85,Keith,Yandle,81,14,22,3,78,84,86,3,1,84,1,0
476,83,75,Florian,Busch,65,85,89,1,76,72,74,3,0,84,0,0
3293,86,75,Mark,Giordano,87,0,4,3,86,81,84,2,1,84,0,0
2515,91,70,Antoine,Vermette,84,0,8,0,84,84,84,2,1,84,0,0
60,87,75,David,Booth,83,14,12,1,85,85,85,2,1,84,1,0
627,85,70,Rick,DiPietro,86,14,18,5,84,85,83,2,1,84,0,0
3199,84,70,R.J.,Umberger,84,14,8,1,85,84,84,2,1,84,1,0
3130,84,70,Rene,Bourque,84,0,4,1,84,85,84,2,1,84,0,0
3107,80,70,Ryane,Clowe,84,0,25,1,87,85,83,2,1,84,0,0
2605,89,70,Justin,Williams,81,0,13,2,78,85,85,2,1,84,0,0
2079,83,75,Tuomo,Ruutu,84,67,5,2,87,84,84,2,1,84,0,0
933,82,70,Scott,Hartnell,84,0,21,1,86,84,82,2,1,84,0,0
422,90,75,Jay,Bouwmeester,85,0,4,3,84,81,82,2,1,84,1,0
1400,84,70,Pascal,Leclaire,84,0,20,5,84,84,85,2,1,84,0,0
244,83,70,Craig,Anderson,85,14,20,5,85,85,84,2,1,84,1,0
2153,89,70,Nick,Schultz,86,0,14,3,84,74,80,2,1,84,0,0
1917,85,75,Joni,Pitkanen,84,67,5,3,84,80,83,2,1,84,0,0
1628,83,75,Milan,Michalek,80,82,20,1,83,85,84,2,1,84,0,0
1356,83,75,Brooks,Laich,82,0,29,0,84,84,84,2,1,84,1,0
784,85,70,Alexander,Frolov,78,76,19,1,79,85,86,2,1,84,0,0
669,85,70,Christian,Ehrhoff,83,85,3,3,82,82,83,2,1,84,0,0
585,87,75,Trevor,Daley,85,0,9,3,86,76,79,2,1,84,0,0
1629,85,70,Zbynek,Michalek,86,82,23,4,84,76,79,2,1,84,0,0
687,87,75,Tobias,Enström,82,69,1,3,74,82,87,2,1,84,0,0
410,89,75,Pierre-Marc,Bouchard,78,0,14,1,72,83,88,2,1,84,0,0
1073,81,70,Barret,Jackman,87,0,24,3,88,74,74,2,1,84,0,0
3223,79,75,Matt,Greene,87,14,13,4,90,74,71,2,1,84,0,0
1266,79,70,Mike,Komisarek,87,14,27,4,90,72,73,2,1,84,0,0
3169,80,60,Christoph,Schubert,74,85,91,3,83,74,71,2,0,84,0,0
544,86,55,Erik,Cole,83,14,5,2,87,84,83,1,1,84,0,0
1016,84,55,Shawn,Horcoff,85,0,11,0,85,83,84,1,1,84,0,0
794,90,65,Simon,Gagne,84,0,26,1,78,84,85,1,1,84,0,0
491,89,65,Brian,Campbell,83,0,12,3,79,81,86,1,1,84,0,0
2404,85,55,Kimmo,Timonen,86,67,21,3,79,82,85,1,1,84,0,0
1590,87,55,Andy,McDonald,79,0,24,0,77,84,86,1,1,84,0,0
1540,80,65,Ryan,Malone,82,14,26,1,88,84,82,1,1,84,1,0
1156,88,55,Tomas,Kaberle,83,82,2,3,79,80,84,1,1,84,0,0
1132,84,55,Olli,Jokinen,78,67,4,0,84,84,85,1,1,84,0,0
832,88,65,Scott,Gomez,80,14,15,0,78,81,87,1,1,84,0,0
232,84,55,Daniel,Alfredsson,82,69,20,2,81,84,85,1,1,84,1,0
2323,86,65,Brad,Stuart,86,0,10,3,85,76,78,1,1,84,0,0
442,83,65,Eric,Brewer,86,0,26,3,86,76,79,1,1,84,0,0
1900,82,55,Chris,Phillips,87,0,20,3,86,74,76,1,1,84,0,0
674,85,55,Patrik,Elias,76,82,17,1,74,83,86,1,1,84,1,0
1810,80,65,Brooks,Orpik,86,14,23,3,90,74,72,1,1,84,0,0
1046,87,55,Kristian,Huselius,72,69,8,1,68,84,88,1,1,84,0,0
963,83,55,Milan,Hejduk,78,82,7,2,74,83,84,1,1,84,0,0
7384,84,100,Jeff,Skinner,78,0,5,2,79,85,84,9,1,83,1,0
6391,87,100,Evander,Kane,80,0,1,1,82,83,86,5,1,83,0,0
5700,84,100,Wayne,Simmonds,84,0,21,2,84,83,83,5,1,83,0,0
4604,86,100,Kyle,Okposo,81,14,18,2,84,84,84,5,1,83,1,0
6578,86,100,P.K.,Subban,83,0,15,4,84,80,83,5,1,83,1,0
5859,84,100,Max,Pacioretty,81,14,15,1,84,83,83,5,1,83,0,0
5816,83,100,Brad,Marchand,82,0,2,0,84,83,83,5,1,83,0,0
5695,85,100,Alex,Pietrangelo,84,0,24,4,84,80,81,5,1,83,0,0
5683,83,100,Brandon,Sutter,85,0,5,0,84,82,82,5,1,83,0,0
5680,86,100,Zach,Bogosian,85,14,1,4,85,79,82,5,1,83,0,0
4309,94,100,Michael,Grabner,77,78,18,2,74,85,85,5,1,83,1,0
4276,82,100,James,Neal,81,0,23,1,85,84,83,5,1,83,1,0
12,86,100,Marc-Edouard,Vlasic,86,0,25,3,82,78,82,5,1,83,0,0
5887,84,100,Karl,Alzner,84,0,29,3,84,80,79,5,1,83,0,0
5697,85,100,Patric,Hornqvist,80,69,16,2,78,84,85,5,1,83,0,0
4387,86,100,Derick,Brassard,78,0,8,0,77,82,86,5,1,83,0,0
4246,86,100,Sergei,Kostitsyn,78,70,16,1,80,83,85,5,1,83,0,0
4206,83,100,Bryan,Little,79,0,1,2,79,84,85,5,1,83,0,0
6494,86,100,Tyler,Ennis,76,0,3,0,70,84,87,5,1,83,0,0
5686,84,100,Michael,Frolik,77,82,6,0,78,84,84,5,1,83,0,0
3398,83,100,Niklas,Hjalmarsson,86,69,6,3,84,75,79,5,1,83,0,0
80,85,85,Clarke,MacArthur,82,0,27,1,82,84,85,3,1,83,0,0
4171,82,85,Cory,Schneider,83,14,28,5,84,84,85,3,1,83,0,0
4166,92,85,Mason,Raymond,78,0,28,1,77,84,84,3,1,83,0,0
3911,84,85,Kris,Versteeg,83,0,21,1,80,84,84,3,1,83,0,0
3279,85,85,Cam,Barker,83,0,14,3,84,79,83,3,1,83,0,0
3227,85,85,Andrei,Kostitsyn,79,70,15,1,84,85,84,3,1,83,1,0
52,84,85,Alexander,Edler,86,69,28,3,87,78,80,3,1,83,1,0
50,83,85,Drew,Stafford,82,14,3,2,83,84,83,3,1,83,1,0
5681,82,85,Blake,Wheeler,80,14,1,2,83,83,83,3,1,83,0,0
72,80,85,Blake,Comeau,84,0,18,2,86,82,80,3,1,83,1,0
85,77,85,Jeff,Schultz,86,0,29,3,87,72,73,3,1,83,0,0
1466,92,70,Matthew,Lombardi,82,0,16,0,82,83,84,2,1,83,0,0
3218,85,70,Alexandre,Burrows,84,0,28,1,85,84,83,2,1,83,1,0
1313,86,70,Niklas,Kronwall,86,69,10,3,88,79,81,2,1,83,0,0
688,86,70,Martin,Erat,82,82,16,2,82,84,85,2,1,83,0,0
3349,83,75,James,Wisniewski,84,14,15,4,84,81,82,2,1,83,0,0
3346,86,75,Ian,White,85,0,25,4,84,80,82,2,1,83,0,0
3290,90,75,Valtteri,Filppula,79,67,10,0,78,83,84,2,1,83,0,0
3284,85,75,Matthew,Carle,85,14,21,3,82,80,82,2,1,83,0,0
3127,86,75,Alexander,Steen,82,69,24,0,79,84,85,2,1,83,0,0
2310,84,70,Jarret,Stoll,84,0,13,0,84,83,82,2,1,83,0,0
1563,86,70,Paul,Martin,85,14,23,3,82,80,82,2,1,83,0,0
105,86,75,Tom,Gilbert,85,14,11,4,84,79,82,2,1,83,0,0
100,86,70,Andrew,Greene,84,14,17,3,80,81,84,2,1,83,0,0
95,87,75,Mikhail,Grabovski,79,70,27,0,77,85,86,2,1,83,0,0
3353,83,70,Mike,Smith,83,0,26,5,83,83,83,2,1,83,0,0
925,84,75,Josh,Harding,83,0,14,5,83,84,82,2,1,83,0,0
3903,81,75,Matt,Moulson,79,0,18,1,80,84,84,2,1,83,1,0
3221,86,75,Tomas,Fleischmann,78,82,7,0,78,84,85,2,1,83,0,0
1496,83,75,Joffrey,Lupul,78,0,27,2,81,85,85,2,1,83,0,0
1131,85,75,Jussi,Jokinen,79,67,5,1,77,83,86,2,1,83,0,0
824,87,75,Tim,Gleason,86,14,5,3,86,76,75,2,1,83,0,0
805,80,70,Paul,Gaustad,84,14,3,0,88,80,77,2,1,83,0,0
549,89,70,Tim,Connolly,77,14,3,0,76,83,85,2,1,83,1,0
425,81,70,Brad,Boyes,79,0,3,2,79,85,85,2,1,83,1,0
3150,84,75,Josh,Gorges,85,0,15,3,84,74,79,2,1,83,0,0
2165,84,70,Dennis,Seidenberg,85,85,2,3,84,74,77,2,1,83,0,0
1237,83,70,Rostislav,Klesla,85,82,22,3,86,76,76,2,1,83,0,0
1030,88,75,Jiri,Hudler,75,82,10,1,74,84,86,2,1,83,0,0
1330,83,65,Chris,Kunitz,83,0,23,1,87,83,83,1,1,83,0,0
751,86,65,Mike,Fisher,86,0,16,0,85,82,82,1,1,83,1,0
538,85,55,Daniel,Cleary,85,0,10,2,83,83,83,1,1,83,0,0
2455,83,55,Marty,Turco,85,0,6,5,83,84,83,1,1,83,0,0
1937,83,65,Alexei,Ponikarovsky,81,77,13,1,84,84,82,1,1,83,0,0
1583,83,55,Bryan,McCabe,83,0,19,3,86,83,78,1,1,83,0,0
1148,83,55,Ed,Jovanovski,84,0,22,3,85,80,83,1,1,83,0,0
2051,84,55,Dwayne,Roloson,83,0,26,5,83,83,82,1,1,83,0,0
1215,83,55,Nikolai,Khabibulin,83,76,11,5,84,84,82,1,1,83,0,0
377,82,55,Martin,Biron,83,0,19,5,83,83,84,1,1,83,0,0
2654,85,55,Marek,Zidlicky,82,82,14,4,78,82,85,1,1,83,0,0
2367,84,65,Henrik,Tallinder,85,69,17,3,84,76,80,1,1,83,0,0
2271,79,55,Sheldon,Souray,81,0,42,3,86,85,77,1,1,83,0,0
2108,82,55,Mikael,Samuelsson,81,69,28,2,82,84,83,1,1,83,0,0
1441,88,65,John-Michael,Liles,83,14,27,3,75,80,85,1,1,83,0,0
731,86,65,Andrew,Ference,84,0,2,3,84,75,81,1,1,83,0,0
564,82,55,Joseph,Corvo,81,14,5,4,81,81,84,1,1,83,0,0
370,80,55,Todd,Bertuzzi,79,0,10,2,87,83,81,1,1,83,0,0
1677,82,55,Derek,Morris,85,0,22,4,85,76,78,1,1,83,0,0
324,80,65,Francois,Beauchemin,84,0,0,3,85,76,79,1,1,83,0,0
53,82,55,Jan,Hejda,86,82,8,3,85,74,77,1,1,83,0,0
1826,82,55,Samuel,Pahlsson,83,69,8,0,83,76,76,1,1,83,0,0
235,81,65,Bryan,Allen,86,0,5,3,88,72,72,1,1,83,0,0
3209,77,65,Douglas,Murray,87,69,25,3,90,71,70,1,1,83,0,0
2118,79,55,Cory,Sarich,86,0,4,4,87,74,71,1,1,83,0,0
1792,79,55,Mattias,Ohlund,84,69,26,3,86,75,73,1,1,83,0,0
917,80,65,Scott,Hannan,86,0,29,3,86,75,67,1,1,83,0,0
817,77,55,Hal,Gill,85,14,15,3,89,72,70,1,1,83,0,0
7694,91,100,Taylor,Hall,77,0,11,1,77,84,84,5,1,82,1,0
6584,84,100,John,Carlson,85,14,29,4,84,79,81,5,1,82,0,0
6395,86,100,Dmitry,Kulikov,83,76,12,3,83,80,82,5,1,82,0,0
6332,86,100,Magnus,Pääjärvi,80,69,11,1,81,83,83,5,1,82,1,0
4265,83,100,Cal,Clutterbuck,82,0,14,2,87,82,80,5,1,82,0,0
4188,84,100,Nick,Foligno,83,14,20,1,82,82,82,5,1,82,0,0
3105,88,100,Gilbert,Brule,81,0,11,0,82,82,83,5,1,82,0,0
5866,82,100,James,Reimer,82,0,27,5,82,83,84,5,1,82,0,0
4182,83,100,Jonathan,Bernier,82,0,13,5,81,83,86,5,1,82,0,0
9232,86,100,Kevin,Shattenkirk,83,14,24,4,81,80,82,5,1,82,0,0
8626,85,100,Derek,Stepan,79,14,19,0,76,84,84,5,1,82,0,0
7711,87,100,Cam,Fowler,80,14,0,3,77,80,84,5,1,82,0,0
5847,86,100,Jason,Demers,83,0,25,4,81,78,83,5,1,82,0,0
4311,84,100,Cody,Franson,81,0,16,4,82,80,81,5,1,82,0,0
4202,81,100,Martin,Hanzal,82,82,22,0,85,82,81,5,1,82,0,0
21,80,100,Guillaume,Latendresse,79,0,14,2,85,85,80,5,1,82,0,0
5637,81,100,Anders,Lindbäck,81,69,16,5,82,82,83,5,1,82,0,0
7072,83,100,Jordan,Eberle,77,0,11,2,76,83,85,5,1,82,1,0
6405,82,100,Colin,Wilson,78,14,16,0,82,82,83,5,1,82,0,0
4761,86,100,Kyle,Turris,76,0,22,0,74,82,85,5,1,82,0,0
4253,84,100,Artem,Anisimov,79,76,19,0,79,82,83,5,1,82,0,0
2709,83,100,Niclas,Bergfors,76,69,12,2,76,84,85,5,1,82,0,0
7235,85,100,Alexander,Burmistrov,77,76,1,0,71,82,85,5,1,82,0,0
5812,87,100,Nathan,Gerbe,78,14,3,1,68,80,86,5,1,82,0,0
3865,84,85,Tyler,Kennedy,82,0,23,0,82,83,82,3,1,82,0,0
4189,82,85,Brian,Elliott,80,0,7,5,83,83,85,3,1,82,0,0
3965,83,85,Devan,Dubnyk,82,0,11,5,82,83,84,3,1,82,0,0
4163,80,85,Bryan,Bickell,82,0,6,1,87,82,78,3,1,82,0,0
3113,85,85,Andrej,Meszaros,84,95,21,3,85,78,80,3,1,82,0,0
86,80,85,Troy,Brouwer,83,0,6,2,87,80,78,3,1,82,0,0
49,84,85,Kyle,Quincey,84,0,7,3,84,78,81,3,1,82,0,0
4306,83,85,Teddy,Purcell,78,0,26,2,80,82,84,3,1,82,0,0
3882,84,85,Matt,D'Agostini,77,0,24,2,78,83,83,3,1,82,0,0
3233,80,85,Anthony,Stewart,79,0,1,0,88,80,79,3,1,82,0,0
3868,80,85,Rob,Schremp,74,14,1,1,76,83,85,3,1,82,0,0
6,83,85,Ladislav,Smid,85,82,11,3,85,74,74,3,1,82,0,0
3703,80,85,Mark,Fistric,84,0,9,3,88,72,70,3,1,82,0,0
2749,80,85,Nicklas,Grossman,85,69,9,3,87,72,73,3,1,82,0,0
3213,84,70,Kevin,Bieksa,86,0,28,4,86,78,80,2,1,82,0,0
3202,85,75,Dennis,Wideman,84,0,29,4,82,79,83,2,1,82,0,0
3140,84,75,Lee,Stempniak,80,14,22,2,82,84,83,2,1,82,0,0
1820,83,70,Steve,Ott,84,0,9,1,87,80,80,2,1,82,0,0
894,86,70,Ron,Hainsey,84,14,1,3,84,77,82,2,1,82,0,0
149,83,70,Rich,Peverley,84,0,2,0,80,83,83,2,1,82,0,0
131,84,75,Daniel,Girardi,87,0,19,4,86,76,82,2,1,82,0,0
101,87,70,Curtis,Glencross,83,0,4,1,84,83,80,2,1,82,0,0
4283,83,75,David,Jones,81,0,7,2,84,84,80,2,1,82,1,0
3215,83,70,Colby,Armstrong,83,0,27,2,85,80,80,2,1,82,0,0
3103,85,70,Keith,Ballard,85,14,28,3,84,78,80,2,1,82,0,0
2478,85,75,Scottie,Upshall,82,0,8,2,82,81,82,2,1,82,0,0
2283,84,75,Matt,Stajan,81,0,4,0,80,83,84,2,1,82,0,0
